2017-02-23 14:20:36,994 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@539d318: startup date [Thu Feb 23 14:20:36 CST 2017]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | WrapperSimpleAppMain
	at org.apache.activemq.broker.region.RegionBroker.start(RegionBroker.java:200)[activemq-broker-5.15.0-SNAPSHOT.jar:5.15.0-SNAPSHOT]
	at org.apache.activemq.broker.jmx.ManagedRegionBroker.start(ManagedRegionBroker.java:117)[activemq-broker-5.15.0-SNAPSHOT.jar:5.15.0-SNAPSHOT]
	at org.apache.activemq.broker.BrokerFilter.start(BrokerFilter.java:189)[activemq-broker-5.15.0-SNAPSHOT.jar:5.15.0-SNAPSHOT]
	at org.apache.activemq.broker.BrokerFilter.start(BrokerFilter.java:189)[activemq-broker-5.15.0-SNAPSHOT.jar:5.15.0-SNAPSHOT]
	at org.apache.activemq.broker.TransactionBroker.start(TransactionBroker.java:119)[activemq-broker-5.15.0-SNAPSHOT.jar:5.15.0-SNAPSHOT]
	at org.apache.activemq.broker.BrokerService$6.start(BrokerService.java:2341)[activemq-broker-5.15.0-SNAPSHOT.jar:5.15.0-SNAPSHOT]
	at org.apache.activemq.broker.BrokerService.doStartBroker(BrokerService.java:735)[activemq-broker-5.15.0-SNAPSHOT.jar:5.15.0-SNAPSHOT]
	at org.apache.activemq.broker.BrokerService.startBroker(BrokerService.java:721)[activemq-broker-5.15.0-SNAPSHOT.jar:5.15.0-SNAPSHOT]
	at org.apache.activemq.broker.BrokerService.start(BrokerService.java:624)[activemq-broker-5.15.0-SNAPSHOT.jar:5.15.0-SNAPSHOT]
	at org.apache.activemq.xbean.XBeanBrokerService.afterPropertiesSet(XBeanBrokerService.java:73)[activemq-spring-5.15.0-SNAPSHOT.jar:5.15.0-SNAPSHOT]
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)[:1.8.0_91]
	at sun.reflect.NativeMethodAccessorImpl.invoke(Unknown Source)[:1.8.0_91]
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(Unknown Source)[:1.8.0_91]
	at java.lang.reflect.Method.invoke(Unknown Source)[:1.8.0_91]
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.invokeCustomInitMethod(AbstractAutowireCapableBeanFactory.java:1700)[spring-beans-4.1.9.RELEASE.jar:4.1.9.RELEASE]
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.invokeInitMethods(AbstractAutowireCapableBeanFactory.java:1639)[spring-beans-4.1.9.RELEASE.jar:4.1.9.RELEASE]
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.initializeBean(AbstractAutowireCapableBeanFactory.java:1568)[spring-beans-4.1.9.RELEASE.jar:4.1.9.RELEASE]
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.doCreateBean(AbstractAutowireCapableBeanFactory.java:539)[spring-beans-4.1.9.RELEASE.jar:4.1.9.RELEASE]
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.createBean(AbstractAutowireCapableBeanFactory.java:476)[spring-beans-4.1.9.RELEASE.jar:4.1.9.RELEASE]
	at org.springframework.beans.factory.support.AbstractBeanFactory$1.getObject(AbstractBeanFactory.java:303)[spring-beans-4.1.9.RELEASE.jar:4.1.9.RELEASE]
	at org.springframework.beans.factory.support.DefaultSingletonBeanRegistry.getSingleton(DefaultSingletonBeanRegistry.java:230)[spring-beans-4.1.9.RELEASE.jar:4.1.9.RELEASE]
	at org.springframework.beans.factory.support.AbstractBeanFactory.doGetBean(AbstractBeanFactory.java:299)[spring-beans-4.1.9.RELEASE.jar:4.1.9.RELEASE]
	at org.springframework.beans.factory.support.AbstractBeanFactory.getBean(AbstractBeanFactory.java:194)[spring-beans-4.1.9.RELEASE.jar:4.1.9.RELEASE]
	at org.springframework.beans.factory.support.DefaultListableBeanFactory.preInstantiateSingletons(DefaultListableBeanFactory.java:755)[spring-beans-4.1.9.RELEASE.jar:4.1.9.RELEASE]
	at org.springframework.context.support.AbstractApplicationContext.finishBeanFactoryInitialization(AbstractApplicationContext.java:762)[spring-context-4.1.9.RELEASE.jar:4.1.9.RELEASE]
	at org.springframework.context.support.AbstractApplicationContext.refresh(AbstractApplicationContext.java:480)[spring-context-4.1.9.RELEASE.jar:4.1.9.RELEASE]
	at org.apache.xbean.spring.context.ResourceXmlApplicationContext.<init>(ResourceXmlApplicationContext.java:64)[xbean-spring-4.2.jar:4.2]
	at org.apache.xbean.spring.context.ResourceXmlApplicationContext.<init>(ResourceXmlApplicationContext.java:52)[xbean-spring-4.2.jar:4.2]
	at org.apache.activemq.xbean.XBeanBrokerFactory$1.<init>(XBeanBrokerFactory.java:104)[activemq-spring-5.15.0-SNAPSHOT.jar:5.15.0-SNAPSHOT]
	at org.apache.activemq.xbean.XBeanBrokerFactory.createApplicationContext(XBeanBrokerFactory.java:104)[activemq-spring-5.15.0-SNAPSHOT.jar:5.15.0-SNAPSHOT]
	at org.apache.activemq.xbean.XBeanBrokerFactory.createBroker(XBeanBrokerFactory.java:67)[activemq-spring-5.15.0-SNAPSHOT.jar:5.15.0-SNAPSHOT]
	at org.apache.activemq.broker.BrokerFactory.createBroker(BrokerFactory.java:71)[activemq-broker-5.15.0-SNAPSHOT.jar:5.15.0-SNAPSHOT]
	at org.apache.activemq.broker.BrokerFactory.createBroker(BrokerFactory.java:54)[activemq-broker-5.15.0-SNAPSHOT.jar:5.15.0-SNAPSHOT]
	at org.apache.activemq.console.command.StartCommand.runTask(StartCommand.java:87)[activemq-console-5.14.3.jar:5.14.3]
	at org.apache.activemq.console.command.AbstractCommand.execute(AbstractCommand.java:63)[activemq-console-5.14.3.jar:5.14.3]
	at org.apache.activemq.console.command.ShellCommand.runTask(ShellCommand.java:154)[activemq-console-5.14.3.jar:5.14.3]
	at org.apache.activemq.console.command.AbstractCommand.execute(AbstractCommand.java:63)[activemq-console-5.14.3.jar:5.14.3]
	at org.apache.activemq.console.command.ShellCommand.main(ShellCommand.java:104)[activemq-console-5.14.3.jar:5.14.3]
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)[:1.8.0_91]
	at sun.reflect.NativeMethodAccessorImpl.invoke(Unknown Source)[:1.8.0_91]
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(Unknown Source)[:1.8.0_91]
	at java.lang.reflect.Method.invoke(Unknown Source)[:1.8.0_91]
	at org.apache.activemq.console.Main.runTaskClass(Main.java:262)[activemq.jar:5.14.3]
	at org.apache.activemq.console.Main.main(Main.java:115)[activemq.jar:5.14.3]
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)[:1.8.0_91]
	at sun.reflect.NativeMethodAccessorImpl.invoke(Unknown Source)[:1.8.0_91]
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(Unknown Source)[:1.8.0_91]
	at java.lang.reflect.Method.invoke(Unknown Source)[:1.8.0_91]
	at org.tanukisoftware.wrapper.WrapperSimpleApp.run(WrapperSimpleApp.java:240)[wrapper.jar:3.2.3]
	at java.lang.Thread.run(Unknown Source)[:1.8.0_91]
2017-02-27 13:10:48,378 | INFO  | Listening for connections at: tcp://GUOHAO4XC0AFBKU:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2017-02-27 13:10:48,383 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2017-02-27 13:10:48,394 | INFO  | Listening for connections at: amqp://GUOHAO4XC0AFBKU:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2017-02-27 13:10:48,397 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2017-02-27 13:10:48,401 | INFO  | Listening for connections at: stomp://GUOHAO4XC0AFBKU:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2017-02-27 13:10:48,403 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2017-02-27 13:10:48,407 | INFO  | Listening for connections at: mqtt://GUOHAO4XC0AFBKU:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2017-02-27 13:10:48,410 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2017-02-27 13:10:48,539 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@4c4cb11c{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | WrapperSimpleAppMain
2017-02-27 13:10:48,599 | INFO  | Listening for connections at ws://GUOHAO4XC0AFBKU:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | WrapperSimpleAppMain
2017-02-27 13:10:48,600 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2017-02-27 13:10:48,603 | INFO  | Apache ActiveMQ 5.14.3 (localhost_Car, ID:GUOHAO4XC0AFBKU-49503-1488172248147-0:1) started | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2017-02-27 13:10:48,605 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2017-02-27 13:10:48,618 | WARN  | Store limit is 102400 mb (current store usage is 3 mb). The data directory: D:\cygwin\home\guohao4\code\CarController-Server\dependencies\mq\win\apache-activemq-5.14.3\bin\win64\..\..\data\kahadb only has 25560 mb of usable space. - resetting to maximum available disk space: 25560 mb | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2017-02-27 13:10:48,626 | WARN  | Temporary Store limit is 51200 mb (current store usage is 0 mb). The data directory: D:\cygwin\home\guohao4\code\CarController-Server\dependencies\mq\win\apache-activemq-5.14.3\bin\win64\..\..\data only has 25556 mb of usable space. - resetting to maximum available disk space: 25556 mb | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2017-02-27 13:10:49,254 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | WrapperSimpleAppMain
2017-02-27 13:10:49,537 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | WrapperSimpleAppMain
2017-02-27 13:10:49,538 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | WrapperSimpleAppMain
2017-02-27 13:10:49,612 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | WrapperSimpleAppMain
2017-02-27 13:10:49,899 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | WrapperSimpleAppMain
2017-02-27 13:10:50,612 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | WrapperSimpleAppMain
2017-02-27 13:11:12,560 | WARN  | Illegal character 0x0 in state=METHOD for buffer HeapByteBuffer@1c9f4406[p=5,l=7,c=16384,r=2]={JRMI\x00<<<\x02K>>>vicon.ico HTTP/1....\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00} | org.eclipse.jetty.http.HttpParser | qtp1955085761-63
2017-02-27 13:11:12,565 | WARN  | badMessage: 400 Illegal character 0x0 for HttpChannelOverHttp@75dff637{r=0,c=false,a=IDLE,uri=-} | org.eclipse.jetty.http.HttpParser | qtp1955085761-63
2017-02-27 13:11:20,113 | WARN  | Illegal character 0x0 in state=METHOD for buffer HeapByteBuffer@1c9f4406[p=5,l=7,c=16384,r=2]={JRMI\x00<<<\x02K>>>vicon.ico HTTP/1....\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00} | org.eclipse.jetty.http.HttpParser | qtp1955085761-64
2017-02-27 13:11:20,119 | WARN  | badMessage: 400 Illegal character 0x0 for HttpChannelOverHttp@690751ca{r=0,c=false,a=IDLE,uri=-} | org.eclipse.jetty.http.HttpParser | qtp1955085761-64
2017-02-27 13:14:21,600 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@539d318: startup date [Mon Feb 27 13:14:21 CST 2017]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | WrapperSimpleAppMain
2017-02-27 13:14:22,707 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[D:\cygwin\home\guohao4\code\CarController-Server\dependencies\mq\win\apache-activemq-5.14.3\bin\win64\..\..\data\kahadb] | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2017-02-27 13:14:22,862 | INFO  | JMX consoles can connect to component:jmx:rmi:///jndi/rmi://localhost:1099/jmxrmi | org.apache.activemq.broker.jmx.ManagementContext | JMX connector
2017-02-27 13:14:23,038 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | WrapperSimpleAppMain
2017-02-27 13:14:23,059 | INFO  | Recovering from the journal @1:3731325 | org.apache.activemq.store.kahadb.MessageDatabase | WrapperSimpleAppMain
2017-02-27 13:14:23,063 | INFO  | Recovery replayed 41 operations from the journal in 0.012 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | WrapperSimpleAppMain
2017-02-27 13:14:23,079 | INFO  | PListStore:[D:\cygwin\home\guohao4\code\CarController-Server\dependencies\mq\win\apache-activemq-5.14.3\bin\win64\..\..\data\localhost-Car\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | WrapperSimpleAppMain
2017-02-27 13:14:23,258 | INFO  | Apache ActiveMQ 5.14.3 (localhost-Car, ID:GUOHAO4XC0AFBKU-50056-1488172463135-0:1) is starting | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2017-02-27 13:14:23,301 | ERROR | Failed to register destination topic://JavaTopic
JavaTopic | org.apache.activemq.broker.jmx.ManagedRegionBroker | WrapperSimpleAppMain
javax.management.MalformedObjectNameException: Invalid character '\n' in value part of property
	at javax.management.ObjectName.construct(Unknown Source)[:1.8.0_91]
	at javax.management.ObjectName.<init>(Unknown Source)[:1.8.0_91]
	at org.apache.activemq.broker.jmx.BrokerMBeanSupport.createDestinationName(BrokerMBeanSupport.java:48)[activemq-broker-5.15.0-SNAPSHOT.jar:5.15.0-SNAPSHOT]
	at org.apache.activemq.broker.jmx.BrokerMBeanSupport.createDestinationName(BrokerMBeanSupport.java:42)[activemq-broker-5.15.0-SNAPSHOT.jar:5.15.0-SNAPSHOT]
	at org.apache.activemq.broker.jmx.ManagedRegionBroker.register(ManagedRegionBroker.java:162)[activemq-broker-5.15.0-SNAPSHOT.jar:5.15.0-SNAPSHOT]
	at org.apache.activemq.broker.jmx.ManagedTopicRegion.createDestination(ManagedTopicRegion.java:57)[activemq-broker-5.15.0-SNAPSHOT.jar:5.15.0-SNAPSHOT]
	at org.apache.activemq.broker.region.AbstractRegion.addDestination(AbstractRegion.java:155)[activemq-broker-5.15.0-SNAPSHOT.jar:5.15.0-SNAPSHOT]
	at org.apache.activemq.broker.region.RegionBroker.addDestination(RegionBroker.java:339)[activemq-broker-5.15.0-SNAPSHOT.jar:5.15.0-SNAPSHOT]
	at org.apache.activemq.broker.BrokerFilter.addDestination(BrokerFilter.java:174)[activemq-broker-5.15.0-SNAPSHOT.jar:5.15.0-SNAPSHOT]
	at org.apache.activemq.advisory.AdvisoryBroker.addDestination(AdvisoryBroker.java:239)[activemq-broker-5.15.0-SNAPSHOT.jar:5.15.0-SNAPSHOT]
	at org.apache.activemq.broker.BrokerFilter.addDestination(BrokerFilter.java:174)[activemq-broker-5.15.0-SNAPSHOT.jar:5.15.0-SNAPSHOT]
	at org.apache.activemq.broker.BrokerFilter.addDestination(BrokerFilter.java:174)[activemq-broker-5.15.0-SNAPSHOT.jar:5.15.0-SNAPSHOT]
	at org.apache.activemq.broker.BrokerFilter.addDestination(BrokerFilter.java:174)[activemq-broker-5.15.0-SNAPSHOT.jar:5.15.0-SNAPSHOT]
	at org.apache.activemq.broker.region.AbstractRegion.start(AbstractRegion.java:104)[activemq-broker-5.15.0-SNAPSHOT.jar:5.15.0-SNAPSHOT]
	at org.apache.activemq.broker.region.RegionBroker.start(RegionBroker.java:200)[activemq-broker-5.15.0-SNAPSHOT.jar:5.15.0-SNAPSHOT]
	at org.apache.activemq.broker.jmx.ManagedRegionBroker.start(ManagedRegionBroker.java:117)[activemq-broker-5.15.0-SNAPSHOT.jar:5.15.0-SNAPSHOT]
	at org.apache.activemq.broker.BrokerFilter.start(BrokerFilter.java:189)[activemq-broker-5.15.0-SNAPSHOT.jar:5.15.0-SNAPSHOT]
	at org.apache.activemq.broker.BrokerFilter.start(BrokerFilter.java:189)[activemq-broker-5.15.0-SNAPSHOT.jar:5.15.0-SNAPSHOT]
	at org.apache.activemq.broker.TransactionBroker.start(TransactionBroker.java:119)[activemq-broker-5.15.0-SNAPSHOT.jar:5.15.0-SNAPSHOT]
	at org.apache.activemq.broker.BrokerService$6.start(BrokerService.java:2341)[activemq-broker-5.15.0-SNAPSHOT.jar:5.15.0-SNAPSHOT]
	at org.apache.activemq.broker.BrokerService.doStartBroker(BrokerService.java:735)[activemq-broker-5.15.0-SNAPSHOT.jar:5.15.0-SNAPSHOT]
	at org.apache.activemq.broker.BrokerService.startBroker(BrokerService.java:721)[activemq-broker-5.15.0-SNAPSHOT.jar:5.15.0-SNAPSHOT]
	at org.apache.activemq.broker.BrokerService.start(BrokerService.java:624)[activemq-broker-5.15.0-SNAPSHOT.jar:5.15.0-SNAPSHOT]
	at org.apache.activemq.xbean.XBeanBrokerService.afterPropertiesSet(XBeanBrokerService.java:73)[activemq-spring-5.15.0-SNAPSHOT.jar:5.15.0-SNAPSHOT]
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)[:1.8.0_91]
	at sun.reflect.NativeMethodAccessorImpl.invoke(Unknown Source)[:1.8.0_91]
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(Unknown Source)[:1.8.0_91]
	at java.lang.reflect.Method.invoke(Unknown Source)[:1.8.0_91]
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.invokeCustomInitMethod(AbstractAutowireCapableBeanFactory.java:1700)[spring-beans-4.1.9.RELEASE.jar:4.1.9.RELEASE]
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.invokeInitMethods(AbstractAutowireCapableBeanFactory.java:1639)[spring-beans-4.1.9.RELEASE.jar:4.1.9.RELEASE]
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.initializeBean(AbstractAutowireCapableBeanFactory.java:1568)[spring-beans-4.1.9.RELEASE.jar:4.1.9.RELEASE]
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.doCreateBean(AbstractAutowireCapableBeanFactory.java:539)[spring-beans-4.1.9.RELEASE.jar:4.1.9.RELEASE]
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.createBean(AbstractAutowireCapableBeanFactory.java:476)[spring-beans-4.1.9.RELEASE.jar:4.1.9.RELEASE]
	at org.springframework.beans.factory.support.AbstractBeanFactory$1.getObject(AbstractBeanFactory.java:303)[spring-beans-4.1.9.RELEASE.jar:4.1.9.RELEASE]
	at org.springframework.beans.factory.support.DefaultSingletonBeanRegistry.getSingleton(DefaultSingletonBeanRegistry.java:230)[spring-beans-4.1.9.RELEASE.jar:4.1.9.RELEASE]
	at org.springframework.beans.factory.support.AbstractBeanFactory.doGetBean(AbstractBeanFactory.java:299)[spring-beans-4.1.9.RELEASE.jar:4.1.9.RELEASE]
	at org.springframework.beans.factory.support.AbstractBeanFactory.getBean(AbstractBeanFactory.java:194)[spring-beans-4.1.9.RELEASE.jar:4.1.9.RELEASE]
	at org.springframework.beans.factory.support.DefaultListableBeanFactory.preInstantiateSingletons(DefaultListableBeanFactory.java:755)[spring-beans-4.1.9.RELEASE.jar:4.1.9.RELEASE]
	at org.springframework.context.support.AbstractApplicationContext.finishBeanFactoryInitialization(AbstractApplicationContext.java:762)[spring-context-4.1.9.RELEASE.jar:4.1.9.RELEASE]
	at org.springframework.context.support.AbstractApplicationContext.refresh(AbstractApplicationContext.java:480)[spring-context-4.1.9.RELEASE.jar:4.1.9.RELEASE]
	at org.apache.xbean.spring.context.ResourceXmlApplicationContext.<init>(ResourceXmlApplicationContext.java:64)[xbean-spring-4.2.jar:4.2]
	at org.apache.xbean.spring.context.ResourceXmlApplicationContext.<init>(ResourceXmlApplicationContext.java:52)[xbean-spring-4.2.jar:4.2]
	at org.apache.activemq.xbean.XBeanBrokerFactory$1.<init>(XBeanBrokerFactory.java:104)[activemq-spring-5.15.0-SNAPSHOT.jar:5.15.0-SNAPSHOT]
	at org.apache.activemq.xbean.XBeanBrokerFactory.createApplicationContext(XBeanBrokerFactory.java:104)[activemq-spring-5.15.0-SNAPSHOT.jar:5.15.0-SNAPSHOT]
	at org.apache.activemq.xbean.XBeanBrokerFactory.createBroker(XBeanBrokerFactory.java:67)[activemq-spring-5.15.0-SNAPSHOT.jar:5.15.0-SNAPSHOT]
	at org.apache.activemq.broker.BrokerFactory.createBroker(BrokerFactory.java:71)[activemq-broker-5.15.0-SNAPSHOT.jar:5.15.0-SNAPSHOT]
	at org.apache.activemq.broker.BrokerFactory.createBroker(BrokerFactory.java:54)[activemq-broker-5.15.0-SNAPSHOT.jar:5.15.0-SNAPSHOT]
	at org.apache.activemq.console.command.StartCommand.runTask(StartCommand.java:87)[activemq-console-5.14.3.jar:5.14.3]
	at org.apache.activemq.console.command.AbstractCommand.execute(AbstractCommand.java:63)[activemq-console-5.14.3.jar:5.14.3]
	at org.apache.activemq.console.command.ShellCommand.runTask(ShellCommand.java:154)[activemq-console-5.14.3.jar:5.14.3]
	at org.apache.activemq.console.command.AbstractCommand.execute(AbstractCommand.java:63)[activemq-console-5.14.3.jar:5.14.3]
	at org.apache.activemq.console.command.ShellCommand.main(ShellCommand.java:104)[activemq-console-5.14.3.jar:5.14.3]
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)[:1.8.0_91]
	at sun.reflect.NativeMethodAccessorImpl.invoke(Unknown Source)[:1.8.0_91]
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(Unknown Source)[:1.8.0_91]
	at java.lang.reflect.Method.invoke(Unknown Source)[:1.8.0_91]
	at org.apache.activemq.console.Main.runTaskClass(Main.java:262)[activemq.jar:5.14.3]
	at org.apache.activemq.console.Main.main(Main.java:115)[activemq.jar:5.14.3]
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)[:1.8.0_91]
	at sun.reflect.NativeMethodAccessorImpl.invoke(Unknown Source)[:1.8.0_91]
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(Unknown Source)[:1.8.0_91]
	at java.lang.reflect.Method.invoke(Unknown Source)[:1.8.0_91]
	at org.tanukisoftware.wrapper.WrapperSimpleApp.run(WrapperSimpleApp.java:240)[wrapper.jar:3.2.3]
	at java.lang.Thread.run(Unknown Source)[:1.8.0_91]
2017-02-27 13:14:23,432 | INFO  | Listening for connections at: tcp://GUOHAO4XC0AFBKU:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2017-02-27 13:14:23,433 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2017-02-27 13:14:23,439 | INFO  | Listening for connections at: amqp://GUOHAO4XC0AFBKU:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2017-02-27 13:14:23,440 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2017-02-27 13:14:23,445 | INFO  | Listening for connections at: stomp://GUOHAO4XC0AFBKU:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2017-02-27 13:14:23,449 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2017-02-27 13:14:23,455 | INFO  | Listening for connections at: mqtt://GUOHAO4XC0AFBKU:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2017-02-27 13:14:23,459 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2017-02-27 13:14:23,593 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@16ddd1dc{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | WrapperSimpleAppMain
2017-02-27 13:14:23,658 | INFO  | Listening for connections at ws://GUOHAO4XC0AFBKU:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | WrapperSimpleAppMain
2017-02-27 13:14:23,660 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2017-02-27 13:14:23,663 | INFO  | Apache ActiveMQ 5.14.3 (localhost-Car, ID:GUOHAO4XC0AFBKU-50056-1488172463135-0:1) started | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2017-02-27 13:14:23,664 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2017-02-27 13:14:23,676 | WARN  | Store limit is 102400 mb (current store usage is 3 mb). The data directory: D:\cygwin\home\guohao4\code\CarController-Server\dependencies\mq\win\apache-activemq-5.14.3\bin\win64\..\..\data\kahadb only has 25560 mb of usable space. - resetting to maximum available disk space: 25560 mb | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2017-02-27 13:14:23,683 | WARN  | Temporary Store limit is 51200 mb (current store usage is 0 mb). The data directory: D:\cygwin\home\guohao4\code\CarController-Server\dependencies\mq\win\apache-activemq-5.14.3\bin\win64\..\..\data only has 25556 mb of usable space. - resetting to maximum available disk space: 25556 mb | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2017-02-27 13:14:24,249 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | WrapperSimpleAppMain
2017-02-27 13:14:24,652 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | WrapperSimpleAppMain
2017-02-27 13:14:24,653 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | WrapperSimpleAppMain
2017-02-27 13:14:24,736 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | WrapperSimpleAppMain
2017-02-27 13:14:25,056 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | WrapperSimpleAppMain
2017-02-27 13:14:25,875 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | WrapperSimpleAppMain
2017-02-27 14:19:44,542 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@539d318: startup date [Mon Feb 27 14:19:44 CST 2017]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | WrapperSimpleAppMain
2017-02-27 14:19:45,725 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[D:\cygwin\home\guohao4\code\CarController-Server\dependencies\mq\win\apache-activemq-5.14.3\bin\win64\..\..\data\kahadb] | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2017-02-27 14:19:45,884 | INFO  | JMX consoles can connect to component:jmx:rmi:///jndi/rmi://localhost:1099/jmxrmi | org.apache.activemq.broker.jmx.ManagementContext | JMX connector
